clause_type,preprocessed_text
confidential-information,"['expressli', 'provid', 'parti', 'agre', 'term', 'agreement', 'year', 'receiv', 'parti', 'shall', 'complet', 'confidenti', 'shall', 'publish', 'disclos', 'shall', 'us', 'purpos', 'inform', 'furnish', 'parti', 'hereto', 'pursuant', 'agreement', 'extent', 'establish', 'receiv', 'parti', 'compet', 'proof', 'inform']"
confidential-information,"['term', 'confidenti', 'inform', 'mean', 'inform', 'materi', 'proprietari', 'owner', 'own', 'develop', 'owner', 'gener', 'known', 'owner', 'recipi', 'obtain', 'direct', 'indirect', 'contact', 'owner', 'regardless', 'specif', 'identifi', 'confidenti', 'proprietari', 'confidenti', 'inform', 'shall', 'includ', 'inform', 'provid', 'owner', 'concern', 'busi', 'technolog', 'inform', 'owner', 'parti', 'owner', 'deal', 'includ', 'limit', 'busi', 'record', 'plan', 'trade', 'secret', 'technic', 'data', 'product', 'idea', 'contract', 'financi', 'inform', 'price', 'structur', 'discount', 'program', 'list', 'sourc', 'code', 'object', 'code', 'copyright', 'intellectu', 'properti', 'invent', 'sale', 'lead', 'strateg', 'allianc', 'partner', 'custom', 'client', 'list', 'natur', 'inform', 'manner', 'disclosur', 'reason', 'person', 'understand', 'confidenti']"
contribution,"['subsidiari', 'guarantor', 'make', 'payment', 'subsidiari', 'guarante', 'shall', 'entitl', 'payment', 'guarante', 'oblig', 'indentur', 'contribut', 'subsidiari', 'guarantor', 'equal', 'subsidiari', 'guarantor’', 'pro', 'rata', 'portion', 'payment', 'base', 'respect', 'net', 'asset', 'subsidiari', 'guarantor', 'time', 'payment', 'determin', 'accord', 'gaap']"
capitalization,"['compani', 'author', 'capit', 'set', 'forth', 'compani', 'sec', 'document', 'issu', 'share', 'capit', 'stock', 'compani', 'duli', 'validli', 'author', 'issu', 'fulli', 'paid', 'non', 'assess', 'issu', 'complianc', 'feder', 'state', 'secur', 'law', 'conform', 'materi', 'respect', 'descript', 'thereof', 'contain', 'compani', 'sec', 'document', 'date', 'agreement', 'share', 'compani', 'common', 'stock', 'issu', 'share', 'compani', 'common', 'stock', 'outstand', 'share', 'compani', 'common', 'stock', 'issuabl', 'exercis', 'option', 'warrant', 'convert', 'secur', 'outstand', 'date', 'company’', 'option', 'warrant', 'right', 'purchas', 'exchang', 'secur', 'share', 'company’', 'capit', 'stock', 'duli', 'author', 'validli', 'issu', 'issu', 'complianc', 'feder', 'state', 'secur', 'law', 'outstand', 'share', 'compani', 'common', 'stock', 'issu', 'violat', 'preemptiv', 'right', 'right', 'refus', 'similar', 'right', 'subscrib', 'purchas', 'secur', 'compani', 'includ', 'chop', 'note', 'licens', 'agreement', 'astra', 'zeneca', 'oblig', 'compani', 'issu', 'share', 'common', 'stock', 'exercis', 'option', 'thereund', 'author', 'outstand', 'share', 'capit', 'stock', 'option', 'warrant', 'preemptiv', 'right', 'right', 'refus', 'right', 'purchas', 'equiti', 'debt', 'secur', 'convert', 'exchang', 'exercis', 'capit', 'stock', 'compani', 'subsidiari', 'describ', 'includ', 'chop', 'note', 'licens', 'agreement', 'astra', 'zeneca', 'oblig', 'compani', 'issu', 'share', 'common', 'stock', 'exercis', 'option', 'thereund', 'accur', 'describ', 'compani', 'sec', 'document', 'descript', 'compani', 'stock', 'plan', 'option', 'right', 'grant', 'thereund', 'describ', 'compani', 'sec', 'document', 'accur', 'fairli', 'present', 'inform', 'requir', 'shown', 'respect', 'plan', 'arrang', 'option', 'right']"
payment-of-expenses,"['commenc', 'commenc', 'date', 'build', 'tenant', 'shall', 'pai', 'landlord', 'addit', 'charg', 'twelfth', 'tenant’', 'share', 'expens', 'attribut', 'build', 'expens', 'year', 'dai', 'month', 'expens', 'year', 'advanc', 'reason', 'estim', 'landlord', 'bill', 'landlord', 'tenant', 'landlord', 'shall', 'right', 'initi', 'determin', 'monthli', 'estim', 'revis', 'estim', 'time', 'time', 'reason', 'prompt', 'expir', 'expens', 'year', 'landlord', 'shall', 'furnish', 'tenant', 'statement', 'call', '“landlord’', 'expens', 'statement”', 'set', 'forth', 'reason', 'expens', 'expens', 'year', 'tenant’', 'share', 'thereof', 'actual', 'tenant’', 'share', 'expens', 'expens', 'year', 'exce', 'estim', 'tenant’', 'share', 'expens', 'paid', 'tenant', 'expens', 'year', 'tenant', 'shall', 'pai', 'landlord', 'differ', 'paid', 'tenant', 'actual', 'tenant’', 'share', 'expens', 'thirti', 'dai', 'receipt', 'landlord’', 'expens', 'statement', 'total', 'paid', 'tenant', 'expens', 'year', 'shall', 'exce', 'actual', 'tenant’', 'share', 'expens', 'expens', 'year', 'excess', 'shall', 'credit', 'instal', 'estim', 'tenant’', 'share', 'expens', 'tenant', 'landlord', 'hereund', 'determin', 'tenant', 'overpaid', 'expens', 'year', 'leas', 'term', 'landlord', 'shall', 'reimburs', 'tenant', 'overag', 'thirtieth', 'dai', 'follow', 'expir', 'date', 'delai', 'landlord', 'provid', 'landlord', 'expens', 'statement', 'shall', 'deem', 'default', 'landlord', 'waiver', 'landlord’', 'right', 'requir', 'payment', 'actual', 'estim', 'sum', 'tenant’', 'share', 'expens', 'payabl', 'tenant', 'leas']"
contribution,"['indemnif', 'provid', 'section', 'hereof', 'avail', 'respect', 'threaten', 'pend', 'complet', 'action', 'suit', 'proceed', 'compani', 'jointli', 'liabl', 'indemnite', 'join', 'action', 'suit', 'proceed', 'compani', 'shall', 'pai', 'instanc', 'entir', 'judgment', 'settlement', 'action', 'suit', 'proceed', 'requir', 'indemnite', 'contribut', 'payment', 'compani', 'waiv', 'relinquish', 'right', 'contribut', 'indemnite', 'compani', 'shall', 'enter', 'settlement', 'action', 'suit', 'proceed', 'compani', 'jointli', 'liabl', 'indemnite', 'join', 'action', 'suit', 'proceed', 'settlement', 'provid', 'final', 'releas', 'claim', 'assert', 'indemnite']"
arbitration,['conduct']
indemnification-by-the-company,"['provid', 'section', 'compani', 'shall', 'indemnifi', 'defend', 'hold', 'harmless', 'member', 'cellecti', 'group', 'affili', 'member', 'cellecti', 'group’', 'respect', 'affiliates’', 'director', 'offic', 'employe', 'agent', 'heir', 'executor', 'successor', 'assign', 'forego', 'collect', '“cellecti', 'indemnitees”', 'loss', 'cellecti', 'indemnite', 'relat', 'aris', 'result', 'duplic', 'includ', 'loss', 'aris', 'wai', 'setoff', 'counterclaim', 'defens', 'enforc', 'lien']"
indemnification-by-the-company,"['compani', 'shall', 'save', 'defend', 'indemnifi', 'hold', 'harmless', 'purchas', 'affili', 'respect', 'repres', 'successor', 'assign', 'forego', 'loss', 'damag', 'liabil', 'defici', 'claim', 'diminut', 'valu', 'award', 'judgment', 'penalti', 'cost', 'expens', 'includ', 'attorneys’', 'fee', 'cost', 'pocket', 'expens', 'incur', 'investig', 'prepar', 'defend', 'forego', 'assert', 'incur', 'sustain', 'suffer', 'forego', 'result', 'aris', 'relat', 'breach', 'represent', 'warranti', 'coven', 'compani', 'contain', 'agreement', 'schedul', 'hereto']"
confidentiality,"['subject', 'section', 'shall', 'govern', 'privileg', 'inform', 'distribut', 'date', 'vishai', 'vpg', 'shall', 'hold', 'shall', 'caus', 'member', 'respect', 'group', 'hold', 'shall', 'caus', 'respect', 'director', 'offic', 'employe', 'agent', 'consult', 'advisor', 'repres', 'hold', 'strict', 'confid', 'disclos', 'releas', 'prior', 'written', 'consent', 'parti', 'confidenti', 'inform', 'party’', 'group', 'provid', 'parti', 'disclos', 'permit', 'disclosur', 'confidenti', 'inform', 'respect', 'auditor', 'attornei', 'financi', 'advisor', 'banker', 'appropri', 'consult', 'advisor', 'need', 'know', 'confidenti', 'inform', 'inform', 'party’', 'oblig', 'hold', 'inform', 'confidenti', 'extent', 'applic', 'parti', 'respect', 'failur', 'compli', 'oblig', 'vpg', 'vishai', 'case', 'respons', 'parti', 'member', 'party’', 'respect', 'group', 'compel', 'disclos', 'inform', 'judici', 'administr', 'process', 'opinion', 'independ', 'legal', 'counsel', 'requir', 'applic', 'law', 'iii', 'inform', 'gener', 'avail', 'public', 'result', 'disclosur', 'violat', 'agreement', 'inform', 'avail', 'vpg', 'vishai', 'member', 'respect', 'group', 'non', 'confidenti', 'basi', 'sourc', 'parti', 'agreement', 'affili', 'director', 'offic', 'employe', 'agent', 'consult', 'advisor', 'repres', 'parti', 'known', 'actual', 'inquiri', 'bound', 'confidenti', 'oblig', 'notwithstand', 'forego', 'event', 'demand', 'request', 'disclosur', 'confidenti', 'inform', 'pursuant', 'claus', 'vishai', 'vpg', 'case', 'shall', 'promptli', 'notifi', 'exist', 'request', 'demand', 'shall', 'provid', 'reason', 'opportun', 'seek', 'appropri', 'confidenti', 'agreement', 'protect', 'order', 'remedi', 'reason', 'cost', 'expens', 'disclos', 'parti', 'parti', 'cooper', 'obtain', 'event', 'appropri', 'protect', 'order', 'remedi', 'obtain', 'parti', 'confidenti', 'inform', 'requir', 'disclos', 'shall', 'shall']"
indemnification,"['compani', 'agre', 'indemnifi', 'depositari', 'custodian', 'respect', 'director', 'offic', 'employe', 'agent', 'includ', 'limit', 'agent', 'affili', 'hold', 'harmless', 'loss', 'liabil', 'tax', 'cost', 'claim', 'judgment', 'proceed', 'action', 'demand', 'charg', 'expens', 'kind', 'whatsoev', 'includ', 'limit', 'reason', 'fee', 'expens', 'counsel', 'case', 'valu', 'ad', 'tax', 'similar', 'tax', 'charg', 'impos', 'respect', 'thereof', 'collect', 'refer', '“losses”', 'depositari', 'agent', 'includ', 'limit', 'agent', 'thereof', 'incur', 'result', 'connect', 'appoint', 'exercis', 'power', 'duti', 'agreement', 'aris', 'connect', 'offer', 'issuanc', 'sale', 'resal', 'transfer', 'deposit', 'withdraw', 'receipt', 'american', 'depositari', 'share', 'share', 'deposit', 'secur', 'case', 'connect', 'offer', 'document', 'respect', 'thereof', 'connect', 'act', 'perform', 'omit', 'includ', 'limit', 'deliveri', 'depositari', 'behalf', 'compani', 'inform', 'compani', 'connect', 'deposit', 'agreement', 'receipt', 'american', 'depositari', 'share', 'share', 'deposit', 'secur', 'case', 'depositari', 'custodian', 'respect', 'director', 'offic', 'employe', 'agent', 'includ', 'limit', 'agent', 'affili', 'extent', 'loss', 'aris', 'gross', 'neglig', 'wil', 'misconduct', 'compani', 'director', 'offic', 'employe', 'agent', 'affili', 'depositari', 'agre', 'indemnifi', 'compani', 'hold', 'harmless', 'loss', 'aris', 'act', 'perform', 'omit', 'perform', 'depositari', 'aris', 'gross', 'neglig', 'wil', 'misconduct', 'notwithstand', 'event', 'shall', 'depositari', 'director', 'offic', 'employe', 'agent', 'includ', 'limit', 'agent', 'affili', 'liabl', 'special', 'consequenti', 'indirect', 'punit', 'damag', 'compani', 'holder', 'benefici', 'owner', 'person', 'person', 'seek', 'indemnif', 'hereund', '“indemnifi', 'person”', 'shall', 'notifi', 'person', 'seek', 'indemnificatio']"
indemnification-and-contribution,"['extent', 'permit', 'law', 'event', 'registr', 'registr', 'share', 'secur', 'act', 'pursuant', 'articl', 'xiv', 'llc', 'indemnifi', 'hold', 'harmless', 'sell', 'investor', 'includ', 'member', 'manag', 'partner', 'offic', 'director', 'thereof', 'legal', 'counsel', 'independ', 'account', 'thereto', 'underwrit', 'seller', 'registr', 'share', 'person', 'control', 'seller', 'underwrit', 'mean', 'secur', 'act', 'secur', 'exchang', 'act', 'amend', '“exchang', 'act”', '“member', 'indemnifi', 'party”', 'expens', 'loss', 'claim', 'damag', 'liabil', 'joint', 'member', 'indemnifi', 'parti', 'subject', 'secur', 'act', 'exchang', 'act', 'state', 'secur', 'blue', 'sky', 'law', 'includ', 'forego', 'incur', 'connect', 'settlement', 'commenc', 'threaten', 'litig', 'insofar', 'expens', 'loss', 'claim', 'damag', 'liabil', 'action', 'respect', 'thereof', 'aris', 'base', 'untru', 'statement', 'alleg', 'untru', 'statement', 'materi', 'fact', 'contain', 'registr', 'statement', 'registr', 'share', 'regist', 'secur', 'act', 'preliminari', 'prospectu', 'final', 'prospectu', 'contain', 'registr', 'statement', 'iii', 'amend', 'supplement', 'registr', 'statement', 'aris', 'base', 'omiss', 'alleg', 'omiss', 'state', 'materi', 'fact', 'requir', 'state', 'necessari', 'statement', 'mislead', 'violat', 'alleg', 'violat', 'llc', 'secur', 'act', 'exchang', 'act', 'state', 'secur', 'law', 'rule', 'regul', 'promulg', 'secur', 'act', 'exchang', 'act', 'state', 'secur', 'law', 'connect', 'offer', 'cover', 'registr', 'statement', 'llc', 'reimburs', 'member', 'indemnifi', 'parti', 'legal', 'expens', 'reason', 'incur', 'member', 'indemnifi', 'parti', 'connect', 'investig', 'defend', 'expens', 'loss', 'claim', 'damag', 'liabil', 'action', 'provid', 'llc', 'liabl', 'member', 'indemnifi', 'parti', 'case', 'extent', 'loss', 'claim', 'damag', 'liabil', 'aris', 'base', 'untru', 'statement', 'omiss', 'registr', 'statement', 'final', 'prospectu', 'amend']"
capitalization,"['date', 'hereof', 'author', 'capit', 'stock', 'compani', 'set', 'forth', 'schedul', 'outstand', 'share', 'capit', 'stock', 'issuanc', 'validli', 'author', 'issu', 'fulli', 'paid', 'nonassess', 'specif', 'set', 'forth', 'schedul', 'secur', 'compani', 'entitl', 'preemptiv', 'similar', 'right', 'person', 'hereinaft', 'defin', 'right', 'refus', 'preemptiv', 'right', 'right', 'particip', 'similar', 'right', 'particip', 'transact', 'contempl', 'transact', 'document', 'specif', 'set', 'forth', 'schedul', 'result', 'purchas', 'sale', 'note', 'outstand', 'option', 'warrant', 'script', 'right', 'subscrib', 'call', 'commit', 'charact', 'whatsoev', 'relat', 'secur', 'right', 'oblig', 'convert', 'exchang', 'give', 'person', 'right', 'subscrib', 'acquir', 'share', 'common', 'stock', 'contract', 'commit', 'understand', 'arrang', 'compani', 'subsidiari', 'bound', 'issu', 'addit', 'share', 'common', 'stock', 'secur', 'right', 'convert', 'exchang', 'share', 'common', 'stock', 'issu', 'sale', 'note', 'oblig', 'compani', 'issu', 'share', 'common', 'stock', 'secur', 'person', 'purchas', 'result', 'right', 'holder', 'compani', 'secur', 'adjust', 'exercis', 'convers', 'exchang', 'reset', 'price', 'secur', 'intention', 'delet']"
confidentiality,"['administr', 'agent', 'issu', 'bank', 'lender', 'agre', 'maintain', 'confidenti', 'inform', 'defin', 'inform', 'disclos', 'affiliates’', 'director', 'offic', 'employe', 'agent', 'includ', 'account', 'legal', 'counsel', 'advisor', 'understood', 'person', 'disclosur', 'inform', 'confidenti', 'natur', 'inform', 'instruct', 'inform', 'confidenti', 'extent', 'request', 'regulatori', 'author', 'extent', 'requir', 'applic', 'law', 'regul', 'subpoena', 'similar', 'legal', 'process', 'parti', 'agreement', 'connect', 'exercis', 'remedi', 'hereund', 'suit', 'action', 'proceed', 'relat', 'agreement', 'enforc', 'right', 'hereund', 'subject', 'agreement', 'contain', 'provis', 'substanti', 'section', 'assigne', 'particip', 'prospect', 'assigne', 'particip', 'right', 'oblig', 'agreement', 'actual', 'prospect', 'counterparti', 'advisor', 'swap', 'deriv', 'transact', 'relat', 'borrow', 'oblig', 'consent', 'borrow', 'extent', 'inform', 'publicli', 'avail', 'result', 'breach', 'section', 'avail', 'administr', 'agent', 'issu', 'bank', 'lender', 'nonconfidenti', 'basi', 'sourc', 'borrow', 'purpos', 'section', '“information”', 'mean', 'inform', 'receiv', 'borrow', 'relat', 'borrow', 'subsidiari', 'busi', 'inform', 'avail', 'administr', 'agent', 'issu', 'bank', 'lender', 'nonconfidenti', 'basi', 'prior', 'disclosur', 'borrow', 'person', 'requir', 'maintain', 'confidenti', 'inform', 'provid', 'section', 'shall', 'consid', 'compli', 'oblig', 'person', 'exercis', 'degre', 'care', 'maintain', 'confidenti', 'inform', 'person', 'accord', 'confidenti', 'inform']"
confidentiality,"['act', 'agent', 'financ', 'parti', 'agent', 'shall', 'regard', 'act', 'agenc', 'divis', 'shall', 'treat', 'separ', 'entiti', 'divis', 'depart']"
indemnification-and-contribution,"['compani', 'agre', 'indemnifi', 'hold', 'harmless', 'underwrit', 'director', 'offic', 'employe', 'agent', 'underwrit', 'person', 'control', 'underwrit', 'mean', 'act', 'exchang', 'act', 'loss', 'claim', 'damag', 'liabil', 'joint', 'subject', 'act', 'exchang', 'act', 'feder', 'state', 'statutori', 'law', 'regul', 'common', 'law', 'insofar', 'loss', 'claim', 'damag', 'liabil', 'action', 'respect', 'thereof', 'aris', 'base', 'untru', 'statement', 'alleg', 'untru', 'statement', 'materi', 'fact', 'contain', 'registr', 'statement', 'registr', 'secur', 'origin', 'file', 'amend', 'thereof', 'basic', 'prospectu', 'preliminari', 'final', 'prospectu', 'final', 'prospectu', 'amend', 'thereof', 'supplement', 'thereto', 'aris', 'base', 'omiss', 'alleg', 'omiss', 'state', 'materi', 'fact', 'requir', 'state', 'necessari', 'statement', 'mislead', 'agre', 'reimburs', 'indemnifi', 'parti', 'reason', 'incur', 'legal', 'expens', 'reason', 'incur', 'connect', 'investig', 'defend', 'loss', 'claim', 'damag', 'liabil', 'action', 'provid', 'respect', 'untru', 'statement', 'omiss', 'materi', 'fact', 'preliminari', 'prospectu', 'indemn', 'agreement', 'contain', 'section', 'shall', 'inur', 'benefit', 'underwrit', 'person', 'assert', 'loss', 'claim', 'damag', 'liabil', 'purchas', 'secur', 'concern', 'extent', 'loss', 'claim', 'damag', 'liabil', 'underwrit', 'occur', 'circumst', 'compani', 'previous', 'furnish', 'copi', 'final', 'prospectu', 'repres', 'deliveri', 'final', 'prospectu', 'requir', 'act', 'person', 'untru', 'statement', 'alleg', 'untru', 'statement', 'omiss', 'alleg', 'omiss', 'materi', 'fact', 'contain', 'preliminari', 'prospectu', 'correct', 'final', 'prospectu', 'sent', 'given', 'person', 'prior', 'written', 'confirm', 'sale', 'secur', 'person', 'copi', 'final', 'prospectu', 'indemn', 'agreement', 'addit', 'liabil', 'compani', 'sell', 'stockhold', 'sever']"
participations,"['lender', 'time', 'consent', 'notic', 'borrow', 'sell', 'particip', 'person', 'natur', 'person', 'borrow', 'borrower’', 'affili', 'subsidiari', '“participant”', 'portion', 'lender’', 'right', 'oblig', 'agreement', 'includ', 'portion', 'commit', 'loan', 'ow', 'provid', 'lender’', 'oblig', 'agreement', 'shall', 'remain', 'unchang', 'lender', 'shall', 'remain', 'sole', 'respons', 'parti', 'hereto', 'perform', 'oblig', 'iii', 'borrow', 'shall', 'continu', 'deal', 'sole', 'directli', 'lender', 'connect', 'therewith', 'agreement', 'instrument', 'pursuant', 'lender', 'sell', 'particip', 'shall', 'provid', 'lender', 'shall', 'retain', 'sole', 'right', 'enforc', 'agreement', 'approv', 'amend', 'modif', 'waiver', 'provis', 'agreement', 'provid', 'agreement', 'instrument', 'provid', 'lender', 'consent', 'particip', 'agre', 'amend', 'modif', 'waiver', 'increas', 'extend', 'term', 'lender’', 'commit', 'extend', 'date', 'fix', 'payment', 'princip', 'loan', 'portion', 'fee', 'hereund', 'payabl', 'particip', 'iii', 'reduc', 'payment', 'princip', 'reduc', 'rate', 'payabl', 'thereon', 'level', 'rate', 'particip', 'entitl', 'receiv', 'subject', 'section', 'borrow', 'agre', 'particip', 'shall', 'entitl', 'benefit', 'section', 'extent', 'lender', 'acquir', 'assign', 'pursuant', 'section', 'extent', 'permit', 'law', 'particip', 'shall', 'entitl', 'benefit', 'section', 'lender']"
payment-of-expenses,"['transact', 'contempl', 'agreement', 'consumm', 'agreement', 'termin', 'compani', 'pai', 'caus', 'paid', 'cost', 'expens', 'incid', 'perform', 'oblig', 'hereund', 'includ', 'limit', 'cost', 'incid', 'author', 'issuanc', 'sale', 'prepar', 'deliveri', 'share', 'tax', 'payabl', 'connect', 'cost', 'incid', 'prepar', 'print', 'file', 'secur', 'act', 'registr', 'statement', 'preliminari', 'prospectu', 'issuer', 'free', 'write', 'prospectu', 'price', 'disclosur', 'packag', 'prospectu', 'includ', 'exhibit', 'amend', 'supplement', 'thereto', 'distribut', 'thereof', 'iii', 'fee', 'expens', 'company’', 'counsel', 'independ', 'account', 'fee', 'expens', 'incur', 'connect', 'registr', 'qualif', 'determin', 'elig', 'invest', 'share', 'state', 'foreign', 'secur', 'blue', 'sky', 'law', 'jurisdict', 'repres', 'design', 'prepar', 'print', 'distribut', 'blue', 'sky', 'memorandum', 'includ', 'reason', 'fee', 'expens', 'counsel', 'underwrit', 'maximum', 'aggreg', 'cost', 'prepar', 'stock', 'certif', 'cost', 'charg', 'transfer', 'agent', 'registrar', 'vii', 'expens', 'applic', 'fee', 'incur', 'connect', 'file', 'clearanc', 'offer', 'financi', 'industri', 'regulatori', 'author', '“finra”', 'includ', 'reason', 'fee', 'expens', 'counsel', 'underwrit', 'maximum', 'aggreg', 'viii', 'expens', 'incur', 'compani', 'connect', '“road', 'show”', 'present', 'potenti', 'investor', 'provid', 'cost', 'aircraft', 'charter', 'connect', '“road', 'show”', 'shall', 'share', 'equal', 'compani', 'underwrit']"
confidential-information,"['execut', 'expressli', 'acknowledg', 'perform', 'duti', 'respons', 'compani', 'expos', 'prior', 'effect', 'date', 'expos', 'trade', 'secret', 'busi', 'financi', 'secret', 'confidenti', 'proprietari', 'inform', 'compani', 'affili', 'client', 'busi', 'partner', 'custom', '“confidenti', 'information”', 'term']"
payment-of-expenses,"['borrow', 'shall', 'pai', 'transact', 'cost', 'exclud', 'tax', 'liabil', 'payabl', 'borrow', 'pursuant', 'section', 'shall', 'includ', 'limit', 'reason', 'pocket', 'cost', 'expens', 'lender', 'connect', 'negoti', 'prepar', 'execut', 'deliveri', 'loan', 'document', 'document', 'instrument', 'refer', 'creation', 'perfect', 'protect', 'lender’', 'lien', 'collater', 'includ', 'limit', 'fee', 'expens', 'titl', 'lien', 'search', 'amend', 'replac', 'mortgag', 'ucc', 'financ', 'statement', 'collater', 'secur', 'instrument', 'titl', 'insur', 'premium', 'file', 'record', 'fee', 'parti', 'dilig', 'expens', 'mortgag', 'properti', 'plu', 'travel', 'expens', 'account', 'firm', 'fee', 'cost', 'apprais', 'environment', 'report', 'environment', 'consult', 'properti', 'condit', 'assess', 'cost', 'fee', 'incur', 'connect', 'arrang', 'set', 'servic', 'maintain', 'account', 'collater', 'iii', 'administr', 'loan', 'document', 'loan', 'respons', 'request', 'lender', 'consent', 'approv', 'matter', 'negoti', 'prepar', 'execut', 'deliveri', 'amend', 'waiver', 'restructur', 'consent', 'relat', 'loan', 'document', 'preserv', 'right', 'enforc', 'loan', 'document', 'document', 'instrument', 'refer', 'includ', 'commun', 'discuss', 'relat', 'action', 'borrow', 'shall', 'time', 'time', 'request', 'lender', 'restructur', 'reschedul', 'indebted', 'reason', 'fee', 'expens', 'charg', 'counsel', 'lender', 'servic', 'connect', 'forego', 'lender’', 'reason', 'pocket', 'travel', 'expens', 'connect', 'site', 'visit', 'mortgag', 'properti', 'provid', 'long', 'event', 'default', 'occur', 'continu', 'borrow', 'shall', 'oblig', 'pai', 'lender’', 'travel', 'expens', 'connect', 'site', 'visit', 'individu', 'mortgag', 'properti', 'consecut', 'month', 'period', 'lender', 'shall', 'us', 'reason', 'effort', 'minim', 'transact', 'cost', 'paid', 'borrow', 'connect', 'site', 'visit']"
confidential-information,"['execut', 'shall', 'secret', 'retain', 'strictest', 'confid', 'shall', 'us', 'person', 'benefit', 'benefit', 'directli', 'indirectli', 'disclos', 'requir', 'appropri', 'connect', 'carri', 'duti', 'agreement', 'confidenti', 'inform', 'knowledg', 'data', 'relat', 'compani', 'affili', 'company’', 'affiliate’', 'respect', 'busi', 'invest', 'includ', 'confidenti', 'inform', 'come', 'possess', 'compani', 'affili', 'learn', 'execut', 'heretofor', 'directli', 'indirectli', 'compani', 'affili', 'gener', 'avail', 'lawfulli', 'breach', 'confidenti', 'fiduciari', 'oblig', 'gener', 'public', 'restrict', '“confidenti', 'compani', 'information”', 'company’', 'express', 'written', 'consent', 'requir', 'law', 'legal', 'process']"
confidentiality,"['parti', 'acknowledg', 'confirm', 'oral', 'written', 'materi', 'exchang', 'parti', 'connect', 'agreement', 'confidenti', 'parti', 'shall', 'maintain', 'secreci', 'confidenti', 'materi', 'written', 'approv', 'parti', 'parti', 'shall', 'disclos', 'parti', 'relev', 'materi', 'follow', 'circumst', 'shall', 'exclud']"
indemnification-and-contribution,"['compani', 'agre', 'indemnifi', 'hold', 'harmless', 'underwrit', 'director', 'offic', 'employe', 'agent', 'underwrit', 'person', 'control', 'underwrit', 'mean', 'section', 'act', 'section', 'exchang', 'act', 'loss', 'claim', 'damag', 'liabil', 'joint', 'action', 'respect', 'thereof', 'subject', 'act', 'feder', 'state', 'commonwealth', 'puerto', 'rico', 'statutori', 'law', 'regul', 'common', 'law', 'insofar', 'loss', 'claim', 'damag', 'liabil', 'action', 'respect', 'thereof', 'aris', 'base', 'untru', 'statement', 'alleg', 'untru', 'statement', 'compani', 'section', 'agreement', 'untru', 'statement', 'alleg', 'untru', 'statement', 'materi', 'fact', 'contain', 'preliminari', 'prospectu', 'registr', 'statement', 'prospectu', 'amend', 'supplement', 'registr', 'statement', 'prospectu', 'applic', 'document', 'amend', 'supplement', 'thereto', 'execut', 'compani', 'base', 'written', 'inform', 'furnish', 'behalf', 'compani', 'file', 'jurisdict', 'order', 'qualifi', 'share', 'secur', 'blue', 'sky', 'law', 'thereof', 'file', 'commiss', 'secur', 'associ', 'secur', 'exchang', 'applic', 'iii', 'omiss', 'alleg', 'omiss', 'state', 'preliminari', 'prospectu', 'registr', 'statement', 'prospectu', 'amend', 'supplement', 'registr', 'statement', 'prospectu', 'applic', 'materi', 'fact', 'requir', 'state', 'necessari', 'statement', 'mislead', 'reimburs', 'incur', 'underwrit', 'person', 'legal', 'expens', 'reason', 'incur', 'underwrit', 'person', 'connect', 'investig', 'defend', 'appear', 'parti', 'wit', 'connect', 'loss', 'claim', 'damag', 'liabil', 'action', 'provid', 'compani', 'liabl', 'case', 'extent', 'loss', 'claim', 'damag', 'liabil', 'base', 'sole', 'untru', 'statement', 'omiss', 'alleg', 'untru', 'statement', 'omiss', 'document', 'relianc', 'conform', 'inform', 'relat', 'underwrit', 'furnish', 'write', 'compani', 'repres', 'behalf', 'underwrit']"
arbitration,"['matter', 'parti', 'seek', 'equit', 'relief', 'disput', 'aris', 'agreement', 'shall', 'settl', 'arbitr', 'accord', 'rule', 'american', 'arbitr', 'associ', 'arbitr', 'shall', 'held', 'citi', 'chicago', 'state', 'illinoi', 'arbitr', 'controversi', 'shall', 'author', 'modifi', 'alter', 'express', 'condit', 'provis', 'agreement', 'arbitr', 'award', 'render', 'section', 'shall', 'final', 'bind', 'judgment', 'enter', 'award', 'court', 'compet', 'jurisdict']"
